customer_key,customer_number,customer_name,age_year,total_orders,total_sales,total_quantity,total_products,first_order,last_order,lifespan_months,customer_segment,age_group,recency_months,avg_order_value,avg_monthly_spend
17542,AW00028541,Isabella Perez,46,1,2049,1,1,2012-02-03,2012-02-03,0,New,40-49,165,2049,0
17543,AW00028542,Martha Zhao,41,1,79,2,2,2013-02-18,2013-02-18,0,New,40-49,153,79,0
17544,AW00028543,Roger Ye,0,1,108,4,4,2013-03-30,2013-03-30,0,New,Under 20,151,108,0
17545,AW00028544,Nicolas Shan,40,1,34,2,2,2013-10-20,2013-10-20,0,New,40-49,144,34,0
17546,AW00028545,Micheal Ramos,39,1,133,3,3,2013-06-23,2013-06-23,0,New,30-39,148,133,0
17547,AW00028546,Alisha Xu,40,1,120,2,2,2013-06-29,2013-06-29,0,New,40-49,148,120,0
17548,AW00028547,April Shen,40,1,2049,1,1,2012-02-08,2012-02-08,0,New,40-49,165,2049,0
17549,AW00028548,Krista Ortega,39,1,751,2,2,2013-09-01,2013-09-01,0,New,30-39,146,751,0
17550,AW00028549,Lydia Subram,46,1,2418,3,3,2013-07-09,2013-07-09,0,New,40-49,148,2418,0
17551,AW00028550,Wayne Andersen,47,1,124,2,2,2013-11-11,2013-11-11,0,New,40-49,144,124,0
17552,AW00028551,Warren Xu,47,1,70,1,1,2013-05-02,2013-05-02,0,New,40-49,150,70,0
17553,AW00028552,Holly Subram,47,1,21,1,1,2013-11-16,2013-11-16,0,New,40-49,144,21,0
17554,AW00028553,Sabrina Serrano,47,2,3216,3,3,2012-03-12,2013-10-30,20,Regular,40-49,144,1608,161
17555,AW00028554,Natalie Sanders,41,1,1155,2,2,2013-09-29,2013-09-29,0,New,40-49,145,1155,0
17556,AW00028555,Monique Serrano,47,1,1134,3,3,2013-09-29,2013-09-29,0,New,40-49,145,1134,0
17557,AW00028556,Isabel Gonzales,47,1,1155,2,2,2013-10-24,2013-10-24,0,New,40-49,144,1155,0
17558,AW00028557,Casey Alvarez,46,1,2419,2,2,2013-07-11,2013-07-11,0,New,40-49,148,2419,0
17559,AW00028558,Dawn Stone,48,1,69,3,3,2013-11-30,2013-11-30,0,New,40-49,143,69,0
17560,AW00028559,Billy Gutierrez,42,1,2049,1,1,2012-03-10,2012-03-10,0,New,40-49,164,2049,0
17561,AW00028560,Peggy Smith,42,1,2071,1,1,2012-03-03,2012-03-03,0,New,40-49,164,2071,0
17562,AW00028561,Carlos Kelly,48,1,23,2,2,2013-11-23,2013-11-23,0,New,40-49,143,23,0
17563,AW00028562,Phillip Martinez,48,2,3218,4,4,2012-03-17,2013-11-08,20,Regular,40-49,144,1609,161
17564,AW00028563,Dennis Cai,42,1,1198,4,4,2013-10-08,2013-10-08,0,New,40-49,145,1198,0
17565,AW00028564,Alisha Deng,42,1,1174,2,2,2013-11-28,2013-11-28,0,New,40-49,143,1174,0
17566,AW00028565,James Allen,48,1,58,3,3,2013-12-24,2013-12-24,0,New,40-49,142,58,0
17567,AW00028566,Colin Sun,49,1,58,3,3,2014-01-24,2014-01-24,0,New,40-49,141,58,0
17568,AW00028567,Ann Kapoor,48,1,70,1,1,2013-10-31,2013-10-31,0,New,40-49,144,70,0
17569,AW00028568,Daisy Alonso,50,1,1145,2,2,2013-11-23,2013-11-23,0,New,50 and above,143,1145,0
17570,AW00028569,Dustin Jai,43,2,3204,3,3,2012-03-07,2013-11-12,20,Regular,40-49,144,1602,160
17571,AW00028570,Jenna Turner,48,1,68,2,2,2013-07-04,2013-07-04,0,New,40-49,148,68,0
17572,AW00028571,Anna Torres,45,1,29,2,2,2013-12-20,2013-12-20,0,New,40-49,142,29,0
17573,AW00028572,Jeffery Ye,46,1,31,3,3,2013-05-08,2013-05-08,0,New,40-49,150,31,0
17574,AW00028573,Tyrone Gill,46,1,3578,1,1,2011-04-21,2011-04-21,0,New,40-49,175,3578,0
17575,AW00028574,Kayla Flores,46,1,3578,1,1,2011-08-26,2011-08-26,0,New,40-49,171,3578,0
17576,AW00028575,Linda Gutierrez,44,1,70,1,1,2013-09-08,2013-09-08,0,New,40-49,146,70,0
17577,AW00028576,Sunil Uppal,54,1,40,2,2,2013-10-29,2013-10-29,0,New,50 and above,144,40,0
17578,AW00028577,Austin Harris,54,1,7,2,2,2013-07-23,2013-07-23,0,New,50 and above,147,7,0
17579,AW00028578,Zoe Rogers,42,1,40,2,2,2014-01-15,2014-01-15,0,New,40-49,142,40,0
17580,AW00028579,Grace Ross,54,1,7,2,2,2013-12-03,2013-12-03,0,New,50 and above,143,7,0
17581,AW00028580,Aimee Liu,49,2,4793,2,2,2011-04-20,2013-06-09,26,Regular,40-49,149,2396,184
17582,AW00028581,Allison Collins,66,1,120,2,2,2013-12-02,2013-12-02,0,New,50 and above,143,120,0
17583,AW00028582,Olivia Hall,66,1,35,1,1,2013-09-28,2013-09-28,0,New,50 and above,145,35,0
17584,AW00028583,Ryan Long,66,1,3578,1,1,2011-04-19,2011-04-19,0,New,50 and above,175,3578,0
17585,AW00028584,Rolando Smith,66,1,3578,1,1,2011-04-16,2011-04-16,0,New,50 and above,175,3578,0
17586,AW00028585,Julian Russell,60,1,35,1,1,2013-08-19,2013-08-19,0,New,50 and above,146,35,0
17587,AW00028586,Gabriel Diaz,60,1,3578,1,1,2011-04-18,2011-04-18,0,New,50 and above,175,3578,0
17588,AW00028587,Xavier Harris,66,1,3578,1,1,2011-04-11,2011-04-11,0,New,50 and above,175,3578,0
17589,AW00028588,Emma Griffin,66,1,3578,1,1,2011-04-13,2011-04-13,0,New,50 and above,175,3578,0
17590,AW00028589,John Walker,53,1,70,1,1,2013-04-10,2013-04-10,0,New,50 and above,151,70,0
17591,AW00028590,Gabriel Jai,65,1,59,2,2,2013-03-19,2013-03-19,0,New,50 and above,152,59,0
17592,AW00028591,Mary Collins,65,1,35,1,1,2013-07-27,2013-07-27,0,New,50 and above,147,35,0
17593,AW00028592,Alyssa Johnson,65,1,35,1,1,2013-12-14,2013-12-14,0,New,50 and above,143,35,0
17594,AW00028593,Faith Peterson,65,1,35,1,1,2013-12-13,2013-12-13,0,New,50 and above,143,35,0
17595,AW00028594,Sydney Cooper,59,1,50,1,1,2013-08-13,2013-08-13,0,New,50 and above,147,50,0
17596,AW00028595,Xavier James,65,1,50,1,1,2013-04-09,2013-04-09,0,New,50 and above,151,50,0
17597,AW00028596,Haley Butler,64,1,8,1,1,2013-12-14,2013-12-14,0,New,50 and above,143,8,0
17598,AW00028597,Brianna Harris,65,1,8,1,1,2013-04-18,2013-04-18,0,New,50 and above,151,8,0
17599,AW00028598,Wyatt Russell,65,1,3578,1,1,2011-04-02,2011-04-02,0,New,50 and above,176,3578,0
17600,AW00028599,Stephanie Perry,54,1,8,1,1,2013-04-28,2013-04-28,0,New,50 and above,150,8,0
17601,AW00028600,Destiny Clark,54,1,120,2,2,2013-03-30,2013-03-30,0,New,50 and above,151,120,0
17602,AW00028601,Christian Gonzales,64,1,8,1,1,2013-04-03,2013-04-03,0,New,50 and above,151,8,0
17603,AW00028602,Isabella Morgan,64,1,144,3,3,2013-10-17,2013-10-17,0,New,50 and above,145,144,0
17604,AW00028603,Brian Bell,58,1,8,1,1,2013-09-03,2013-09-03,0,New,50 and above,146,8,0
17605,AW00028604,Allison James,64,1,8,1,1,2013-02-05,2013-02-05,0,New,50 and above,153,8,0
17606,AW00028605,Caleb Coleman,58,1,8,1,1,2013-08-22,2013-08-22,0,New,50 and above,146,8,0
17607,AW00028606,Joshua Wilson,64,1,8,1,1,2013-03-11,2013-03-11,0,New,50 and above,152,8,0
17608,AW00028607,Hunter Sharma,63,1,8,1,1,2013-01-29,2013-01-29,0,New,50 and above,153,8,0
17609,AW00028608,Brian Richardson,64,1,79,2,2,2013-11-12,2013-11-12,0,New,50 and above,144,79,0
17610,AW00028609,Jose Harris,63,1,64,3,3,2013-10-16,2013-10-16,0,New,50 and above,145,64,0
17611,AW00028610,Jacqueline Bailey,63,1,9,1,1,2013-10-11,2013-10-11,0,New,50 and above,145,9,0
17612,AW00028611,Christian Alexander,63,1,9,1,1,2013-03-16,2013-03-16,0,New,50 and above,152,9,0
17613,AW00028612,Gabriel Roberts,64,1,9,1,1,2013-06-13,2013-06-13,0,New,50 and above,149,9,0
17614,AW00028613,James Campbell,64,1,9,1,1,2013-11-25,2013-11-25,0,New,50 and above,143,9,0
17615,AW00028614,Luis Jenkins,63,1,9,1,1,2013-05-15,2013-05-15,0,New,50 and above,150,9,0
17616,AW00028615,Jonathan Flores,52,1,9,1,1,2013-05-03,2013-05-03,0,New,50 and above,150,9,0
17617,AW00028616,Sarah Harris,52,1,120,1,1,2013-12-03,2013-12-03,0,New,50 and above,143,120,0
17618,AW00028617,Noah Davis,63,1,179,3,3,2013-12-17,2013-12-17,0,New,50 and above,142,179,0
17619,AW00028618,Katelyn Bailey,56,1,3578,1,1,2011-05-24,2011-05-24,0,New,50 and above,174,3578,0
17620,AW00028619,Brianna Bailey,62,1,3578,1,1,2011-05-14,2011-05-14,0,New,50 and above,174,3578,0
17621,AW00028620,Cole Richardson,56,1,3578,1,1,2011-08-11,2011-08-11,0,New,50 and above,171,3578,0
17622,AW00028621,Kristen Liu,56,1,3578,1,1,2011-05-16,2011-05-16,0,New,50 and above,174,3578,0
17623,AW00028622,Julia Cooper,50,1,88,4,4,2013-08-15,2013-08-15,0,New,50 and above,147,88,0
17624,AW00028623,Marcus Turner,57,1,27,2,2,2013-03-22,2013-03-22,0,New,50 and above,152,27,0
17625,AW00028624,Carson Jenkins,62,1,3578,1,1,2011-08-17,2011-08-17,0,New,50 and above,171,3578,0
17626,AW00028625,Logan Griffin,61,1,3578,1,1,2011-05-27,2011-05-27,0,New,50 and above,174,3578,0
17627,AW00028626,Bailey Hernandez,45,1,3578,1,1,2011-08-26,2011-08-26,0,New,40-49,171,3578,0
17628,AW00028627,Edward Collins,61,1,3578,1,1,2011-05-04,2011-05-04,0,New,50 and above,174,3578,0
17629,AW00028628,Courtney Phillips,61,1,3578,1,1,2011-05-08,2011-05-08,0,New,50 and above,174,3578,0
17630,AW00028629,Cynthia Madan,61,1,3578,1,1,2011-05-11,2011-05-11,0,New,50 and above,174,3578,0
17631,AW00028630,Jack Zimmerman,55,1,3578,1,1,2011-08-02,2011-08-02,0,New,50 and above,171,3578,0
17632,AW00028631,Isaiah Phillips,47,1,144,3,3,2013-02-10,2013-02-10,0,New,40-49,153,144,0
17633,AW00028632,Kathryn Nath,46,1,75,2,2,2013-05-04,2013-05-04,0,New,40-49,150,75,0
17634,AW00028633,Christina Howard,47,1,188,3,3,2013-04-27,2013-04-27,0,New,40-49,150,188,0
17635,AW00028634,Nathan Mitchell,47,1,127,5,5,2014-01-23,2014-01-23,0,New,40-49,141,127,0
17636,AW00028635,Levi Gonzalez,42,1,3578,1,1,2011-05-17,2011-05-17,0,New,40-49,174,3578,0
17637,AW00028636,Victoria Bryant,47,1,79,3,3,2013-12-26,2013-12-26,0,New,40-49,142,79,0
17638,AW00028637,Brandon Lee,47,1,31,3,3,2013-09-24,2013-09-24,0,New,40-49,145,31,0
17639,AW00028638,Alexandra Thompson,47,1,38,3,3,2013-04-07,2013-04-07,0,New,40-49,151,38,0
17640,AW00028639,Jacqueline Morgan,46,1,190,4,4,2013-06-26,2013-06-26,0,New,40-49,148,190,0
17641,AW00028640,Bryce Cook,48,1,70,1,1,2013-07-23,2013-07-23,0,New,40-49,147,70,0
17642,AW00028641,Brittany Butler,44,1,84,3,3,2013-09-08,2013-09-08,0,New,40-49,146,84,0
17643,AW00028642,Lauren Ward,49,1,27,2,2,2013-06-13,2013-06-13,0,New,40-49,149,27,0
17644,AW00028643,Xavier Gray,43,1,3578,1,1,2011-05-19,2011-05-19,0,New,40-49,174,3578,0
17645,AW00028644,Martha Chow,43,1,3578,1,1,2011-05-12,2011-05-12,0,New,40-49,174,3578,0
17646,AW00028645,Martin Fernandez,49,1,3578,1,1,2011-05-05,2011-05-05,0,New,40-49,174,3578,0
17647,AW00028646,Alexis Moore,48,1,3578,1,1,2011-08-20,2011-08-20,0,New,40-49,171,3578,0
17648,AW00028647,Hannah Foster,42,1,3578,1,1,2011-08-20,2011-08-20,0,New,40-49,171,3578,0
17649,AW00028648,Dylan Harris,48,1,3578,1,1,2011-08-01,2011-08-01,0,New,40-49,171,3578,0
17650,AW00028649,Nathan Martinez,47,1,3578,1,1,2011-05-24,2011-05-24,0,New,40-49,174,3578,0
17651,AW00028650,Jessica Clark,50,1,3578,1,1,2011-05-08,2011-05-08,0,New,50 and above,174,3578,0
17652,AW00028651,Lauren Brown,50,1,3578,1,1,2011-05-12,2011-05-12,0,New,50 and above,174,3578,0
17653,AW00028652,Mariah Murphy,50,1,3578,1,1,2011-09-09,2011-09-09,0,New,50 and above,170,3578,0
17654,AW00028653,Grace Williams,49,1,3578,1,1,2011-05-02,2011-05-02,0,New,40-49,174,3578,0
17655,AW00028654,Miguel Nelson,50,1,3578,1,1,2011-05-08,2011-05-08,0,New,50 and above,174,3578,0
17656,AW00028655,Devin Smith,50,1,3578,1,1,2011-05-08,2011-05-08,0,New,50 and above,174,3578,0
17657,AW00028656,Lucas Murphy,51,1,3578,1,1,2011-08-29,2011-08-29,0,New,50 and above,171,3578,0
17658,AW00028657,Ryan Hayes,50,1,3578,1,1,2011-05-26,2011-05-26,0,New,50 and above,174,3578,0
17659,AW00028658,Jasmine Bailey,51,1,3578,1,1,2011-05-10,2011-05-10,0,New,50 and above,174,3578,0
17660,AW00028659,Vanessa Simmons,51,1,2443,1,1,2012-01-24,2012-01-24,0,New,50 and above,166,2443,0
17661,AW00028660,Justin Anderson,48,1,3578,1,1,2011-05-01,2011-05-01,0,New,40-49,175,3578,0
17662,AW00028661,Dalton Ward,43,1,3578,1,1,2011-05-29,2011-05-29,0,New,40-49,174,3578,0
17663,AW00028662,Isaiah Murphy,49,2,4827,4,4,2011-05-02,2013-07-09,27,Regular,40-49,148,2414,179
17664,AW00028663,Marcus Coleman,51,1,2443,1,1,2012-01-03,2012-01-03,0,New,50 and above,166,2443,0
17665,AW00028664,Ashlee Sharma,51,2,4793,2,2,2011-05-01,2013-10-10,30,Regular,50 and above,145,2396,160
17666,AW00028665,Donna Anand,46,2,4852,4,4,2011-05-28,2013-11-24,30,Regular,40-49,143,2426,162
17667,AW00028666,Kelvin Zhu,46,2,4822,3,3,2011-05-08,2013-12-17,32,Regular,40-49,142,2411,151
17668,AW00028667,Devin Williams,51,2,4370,3,3,2011-05-02,2013-01-10,21,Regular,50 and above,154,2185,208
17669,AW00028668,Jeremy Parker,52,1,79,2,2,2013-03-23,2013-03-23,0,New,50 and above,151,79,0
17670,AW00028669,Jordan Carter,50,1,2182,1,1,2012-01-23,2012-01-23,0,New,50 and above,166,2182,0
17671,AW00028670,Julia Gonzales,45,1,3578,1,1,2011-05-21,2011-05-21,0,New,40-49,174,3578,0
17672,AW00028671,Gabrielle Russell,44,2,4320,2,2,2011-05-04,2013-01-18,21,Regular,40-49,154,2160,206
17673,AW00028672,Blake Johnson,44,2,4355,3,3,2011-05-07,2013-01-10,20,Regular,40-49,154,2178,218
17674,AW00028673,Arianna Reed,44,2,4379,4,4,2011-05-30,2013-02-09,21,Regular,40-49,153,2190,209
17675,AW00028674,Nathan Yang,50,2,4429,5,5,2011-05-25,2013-02-21,21,Regular,50 and above,152,2214,211
17676,AW00028675,Angel Mitchell,52,1,3578,1,1,2011-05-08,2011-05-08,0,New,50 and above,174,3578,0
17677,AW00028676,Alex Bailey,52,1,3578,1,1,2011-05-21,2011-05-21,0,New,50 and above,174,3578,0
17678,AW00028677,Damien Tang,48,1,49,3,3,2014-01-12,2014-01-12,0,New,40-49,142,49,0
17679,AW00028678,Ben Adams,54,2,4337,4,4,2011-05-24,2013-02-11,21,Regular,50 and above,153,2168,207
17680,AW00028679,Julian Bryant,54,1,27,2,2,2013-12-13,2013-12-13,0,New,50 and above,143,27,0
17681,AW00028680,Hannah Brown,53,1,31,3,3,2013-10-24,2013-10-24,0,New,50 and above,144,31,0
17682,AW00028681,Victoria Johnson,54,1,25,1,1,2013-11-03,2013-11-03,0,New,50 and above,144,25,0
17683,AW00028682,Cassidy Perry,42,1,64,3,3,2013-03-17,2013-03-17,0,New,40-49,152,64,0
17684,AW00028683,Mallory Munoz,44,1,2049,1,1,2012-03-13,2012-03-13,0,New,40-49,164,2049,0
17685,AW00028684,Kristi Saunders,49,1,777,2,2,2013-09-02,2013-09-02,0,New,40-49,146,777,0
17686,AW00028685,Marshall Zhu,44,1,2049,1,1,2012-03-02,2012-03-02,0,New,40-49,164,2049,0
17687,AW00028686,Sheena Jai,50,1,800,5,5,2013-09-18,2013-09-18,0,New,50 and above,146,800,0
17688,AW00028687,Javier Gutierrez,44,1,29,1,1,2013-07-09,2013-07-09,0,New,40-49,148,29,0
17689,AW00028688,Margaret Ye,49,1,901,2,2,2013-10-01,2013-10-01,0,New,40-49,145,901,0
17690,AW00028689,Kelvin Zhang,51,1,2049,1,1,2012-04-19,2012-04-19,0,New,50 and above,163,2049,0
17691,AW00028690,Cory Chandra,50,1,2049,1,1,2012-04-28,2012-04-28,0,New,50 and above,162,2049,0
17692,AW00028691,Alejandro Andersen,50,1,777,2,2,2013-10-03,2013-10-03,0,New,50 and above,145,777,0
17693,AW00028692,Kristi Rowe,44,1,540,1,1,2013-12-10,2013-12-10,0,New,40-49,143,540,0
17694,AW00028693,Tamara Chande,50,1,575,2,2,2013-12-14,2013-12-14,0,New,50 and above,143,575,0
17695,AW00028694,Larry Suarez,50,1,2393,2,2,2013-01-15,2013-01-15,0,New,50 and above,154,2393,0
17696,AW00028695,Mario Raji,50,1,2419,2,2,2013-07-14,2013-07-14,0,New,50 and above,148,2419,0
17697,AW00028696,Robin Navarro,49,1,2428,3,3,2013-08-07,2013-08-07,0,New,40-49,147,2428,0
17698,AW00028697,Raquel Gutierrez,50,1,2452,4,4,2013-08-28,2013-08-28,0,New,50 and above,146,2452,0
17699,AW00028698,Kristina Madan,51,1,765,4,4,2013-10-06,2013-10-06,0,New,50 and above,145,765,0
17700,AW00028699,Leah Lu,39,1,777,2,2,2013-09-30,2013-09-30,0,New,30-39,145,777,0
17701,AW00028700,Summer Garcia,51,1,1170,2,2,2013-10-29,2013-10-29,0,New,50 and above,144,1170,0
17702,AW00028701,Felicia Gill,45,1,1155,2,2,2013-10-30,2013-10-30,0,New,40-49,144,1155,0
17703,AW00028702,Danny Martin,40,1,1193,5,5,2013-11-18,2013-11-18,0,New,40-49,143,1193,0
17704,AW00028703,Felicia Suarez,51,1,2419,2,2,2013-09-09,2013-09-09,0,New,50 and above,146,2419,0
17705,AW00028704,Roy Ruiz,51,1,2419,2,2,2013-08-29,2013-08-29,0,New,50 and above,146,2419,0
17706,AW00028705,Ashley Powell,68,1,777,2,2,2013-10-02,2013-10-02,0,New,50 and above,145,777,0
17707,AW00028706,Reginald Ashe,68,1,773,3,3,2013-10-17,2013-10-17,0,New,50 and above,145,773,0
17708,AW00028707,Sharon Raje,63,1,2071,1,1,2012-04-14,2012-04-14,0,New,50 and above,163,2071,0
17709,AW00028708,Darryl Sun,63,1,2071,1,1,2012-04-07,2012-04-07,0,New,50 and above,163,2071,0
17710,AW00028709,Stefanie Gonzalez,69,1,2419,2,2,2013-03-03,2013-03-03,0,New,50 and above,152,2419,0
17711,AW00028710,Tyrone Vazquez,67,1,34,2,2,2013-08-02,2013-08-02,0,New,50 and above,147,34,0
17712,AW00028711,Rebekah Torres,51,1,2071,1,1,2012-04-04,2012-04-04,0,New,50 and above,163,2071,0
17713,AW00028712,Gregory Goel,51,1,2393,2,2,2013-04-12,2013-04-12,0,New,50 and above,151,2393,0
17714,AW00028713,Franklin Nath,46,2,3204,3,3,2012-04-17,2013-12-13,20,Regular,40-49,143,1602,160
17715,AW00028714,Arturo Gao,54,1,2433,4,4,2013-02-25,2013-02-25,0,New,50 and above,152,2433,0
17716,AW00028715,Maria Foster,54,1,589,4,4,2013-07-18,2013-07-18,0,New,50 and above,148,589,0
17717,AW00028716,Darren Garcia,49,1,29,2,2,2013-08-20,2013-08-20,0,New,40-49,146,29,0
17718,AW00028717,Calvin Anand,55,1,29,2,2,2013-04-30,2013-04-30,0,New,50 and above,150,29,0
17719,AW00028718,Cassandra Raman,55,1,68,3,3,2013-08-26,2013-08-26,0,New,50 and above,146,68,0
17720,AW00028719,Neil Vazquez,52,1,2384,1,1,2013-02-04,2013-02-04,0,New,50 and above,153,2384,0
17721,AW00028720,Candice Liu,44,1,2419,2,2,2013-02-02,2013-02-02,0,New,40-49,153,2419,0
17722,AW00028721,Jaclyn Lin,50,1,40,2,2,2013-10-30,2013-10-30,0,New,50 and above,144,40,0
17723,AW00028722,Carmen Stone,46,1,120,2,2,2013-07-24,2013-07-24,0,New,40-49,147,120,0
17724,AW00028723,Ryan Yang,46,1,2419,2,2,2013-04-04,2013-04-04,0,New,40-49,151,2419,0
17725,AW00028724,Marvin Navarro,45,1,2049,1,1,2012-04-23,2012-04-23,0,New,40-49,163,2049,0
17726,AW00028725,Edward Jenkins,45,1,79,2,2,2013-04-26,2013-04-26,0,New,40-49,150,79,0
17727,AW00028726,Kelli Liang,40,1,778,4,4,2013-11-24,2013-11-24,0,New,40-49,143,778,0
17728,AW00028727,Brett Madan,39,1,2071,1,1,2012-05-28,2012-05-28,0,New,30-39,161,2071,0
17729,AW00028728,Dylan Long,40,1,2049,1,1,2012-06-17,2012-06-17,0,New,40-49,161,2049,0
17730,AW00028729,Heather Sun,40,1,2452,4,4,2013-04-07,2013-04-07,0,New,40-49,151,2452,0
17731,AW00028730,Nicole Robinson,40,1,23,2,2,2013-02-03,2013-02-03,0,New,40-49,153,23,0
17732,AW00028731,Jermaine Subram,46,1,2452,4,4,2013-04-21,2013-04-21,0,New,40-49,150,2452,0
17733,AW00028732,Bianca Yang,46,1,2419,2,2,2013-09-22,2013-09-22,0,New,40-49,145,2419,0
17734,AW00028733,Diana Ramos,45,1,2407,4,4,2013-09-12,2013-09-12,0,New,40-49,146,2407,0
17735,AW00028734,Briana Moreno,40,1,2419,2,2,2013-09-29,2013-09-29,0,New,40-49,145,2419,0
17736,AW00028735,Kimberly Morgan,41,1,2420,4,4,2013-05-08,2013-05-08,0,New,40-49,150,2420,0
17737,AW00028736,Paula Navarro,47,1,2071,1,1,2012-06-28,2012-06-28,0,New,40-49,160,2071,0
17738,AW00028737,Eugene Lin,48,1,70,1,1,2013-02-13,2013-02-13,0,New,40-49,153,70,0
17739,AW00028738,Lori Romero,42,1,60,3,3,2013-08-26,2013-08-26,0,New,40-49,146,60,0
17740,AW00028739,Mya Perry,47,1,2049,1,1,2012-06-16,2012-06-16,0,New,40-49,161,2049,0
17741,AW00028740,Alisha Alan,47,2,3191,2,2,2012-06-09,2013-11-29,18,Regular,40-49,143,1596,177
17742,AW00028741,Bruce Dominguez,46,1,1169,4,4,2013-12-15,2013-12-15,0,New,40-49,143,1169,0
17743,AW00028742,Erick Vance,47,1,2428,3,3,2013-09-30,2013-09-30,0,New,40-49,145,2428,0
17744,AW00028743,Kelly Wood,105,1,79,2,2,2013-10-07,2013-10-07,0,New,50 and above,145,79,0
17745,AW00028744,Jenny Xu,48,1,776,3,3,2013-11-01,2013-11-01,0,New,40-49,144,776,0
17746,AW00028745,Geoffrey Rana,43,1,27,3,3,2013-11-25,2013-11-25,0,New,40-49,143,27,0
17747,AW00028746,Juan Ruiz,48,1,23,2,2,2013-04-08,2013-04-08,0,New,40-49,151,23,0
17748,AW00028747,Arthur Gonzalez,49,1,2398,3,3,2013-05-24,2013-05-24,0,New,40-49,149,2398,0
17749,AW00028748,Kelly Washington,48,1,23,2,2,2013-07-15,2013-07-15,0,New,40-49,148,23,0
17750,AW00028749,Franklin Zhou,42,1,2049,1,1,2012-06-22,2012-06-22,0,New,40-49,161,2049,0
17751,AW00028750,Andy Romero,47,2,3213,4,4,2012-06-20,2013-12-23,18,Regular,40-49,142,1606,178
17752,AW00028751,Joe Belson,42,2,3240,5,5,2012-06-17,2013-12-21,18,Regular,40-49,142,1620,180
17753,AW00028752,Andre Subram,47,1,1155,2,2,2013-12-13,2013-12-13,0,New,40-49,143,1155,0
17754,AW00028753,Kristine Carlson,49,1,23,2,2,2013-02-26,2013-02-26,0,New,40-49,152,23,0
17755,AW00028754,Chad Nara,43,1,69,3,3,2013-07-31,2013-07-31,0,New,40-49,147,69,0
17756,AW00028755,Raymond Gonzalez,43,1,2407,4,4,2013-06-11,2013-06-11,0,New,40-49,149,2407,0
17757,AW00028756,Stacey Hee,50,2,3218,5,5,2012-06-14,2013-12-03,18,Regular,50 and above,143,1609,179
17758,AW00028757,Ronald Rodriguez,48,2,2611,2,2,2012-06-16,2013-01-23,7,New,40-49,153,1306,373
17759,AW00028758,Troy Rodriguez,49,2,2603,4,4,2012-06-19,2013-01-05,7,New,40-49,154,1302,372
17760,AW00028759,Melissa Rivera,49,1,70,3,3,2013-12-27,2013-12-27,0,New,40-49,142,70,0
17761,AW00028760,Lucas Hall,44,1,29,2,2,2013-12-07,2013-12-07,0,New,40-49,143,29,0
17762,AW00028761,Robert Campbell,44,1,3578,1,1,2011-05-05,2011-05-05,0,New,40-49,174,3578,0
17763,AW00028762,Aaron Henderson,45,1,27,2,2,2014-01-02,2014-01-02,0,New,40-49,142,27,0
17764,AW00028763,Mohamed Pal,46,1,3578,1,1,2011-05-16,2011-05-16,0,New,40-49,174,3578,0
17765,AW00028764,Frank Rubio,46,1,27,2,2,2013-02-08,2013-02-08,0,New,40-49,153,27,0
17766,AW00028765,Abigail Gonzales,46,1,3578,1,1,2011-05-11,2011-05-11,0,New,40-49,174,3578,0
17767,AW00028766,Joe Alonso,40,1,2443,1,1,2012-01-05,2012-01-05,0,New,40-49,166,2443,0
17768,AW00028767,Gilbert Hu,45,1,70,1,1,2013-05-26,2013-05-26,0,New,40-49,149,70,0
17769,AW00028768,Emmanuel Rodriguez,54,1,5,1,1,2013-11-01,2013-11-01,0,New,50 and above,144,5,0
17770,AW00028769,Brianna Foster,53,2,4329,3,3,2011-05-23,2013-02-12,21,Regular,50 and above,153,2164,206
17771,AW00028770,Sebastian James,54,2,4355,3,3,2011-05-13,2013-02-18,22,Regular,50 and above,153,2178,198
17772,AW00028771,Katherine Russell,66,1,70,1,1,2013-12-26,2013-12-26,0,New,50 and above,142,70,0
17773,AW00028772,Eric Hughes,60,1,3578,1,1,2011-05-07,2011-05-07,0,New,50 and above,174,3578,0
17774,AW00028773,Gerald Malhotra,60,1,128,2,2,2013-06-25,2013-06-25,0,New,50 and above,148,128,0
17775,AW00028774,Latasha Rowe,49,1,3578,1,1,2011-05-07,2011-05-07,0,New,40-49,174,3578,0
17776,AW00028775,Morgan Anderson,66,1,3578,1,1,2011-05-15,2011-05-15,0,New,50 and above,174,3578,0
17777,AW00028776,Abigail Morris,59,1,2,1,1,2013-07-15,2013-07-15,0,New,50 and above,148,2,0
17778,AW00028777,Brittany Wood,65,1,54,1,1,2013-11-24,2013-11-24,0,New,50 and above,143,54,0
17779,AW00028778,Maurice Sharma,59,1,3578,1,1,2011-08-02,2011-08-02,0,New,50 and above,171,3578,0
17780,AW00028779,Morgan Reed,65,1,24,3,3,2013-09-24,2013-09-24,0,New,50 and above,145,24,0
17781,AW00028780,Melissa Griffin,64,1,8,1,1,2013-06-13,2013-06-13,0,New,50 and above,149,8,0
17782,AW00028781,Alex Collins,64,1,2,1,1,2013-08-05,2013-08-05,0,New,50 and above,147,2,0
17783,AW00028782,Cody Howard,64,1,54,1,1,2014-01-22,2014-01-22,0,New,50 and above,141,54,0
17784,AW00028783,Makayla Rivera,63,1,35,1,1,2013-04-28,2013-04-28,0,New,50 and above,150,35,0
